Send Rates,Block Size,Avg Latency,Throughput
100.2,470,0.82,95.8
145.3,705,0.86,121.2
125.2,35,0.28,100.5
185.4,660,0.77,160.2
110.2,785,0.91,95.5
180.3,285,0.71,159.2
75.1,35,0.36,65.9
185.4,295,0.73,160.3
125.2,130,0.82,119.9
25,560,1.15,24.1
185.3,475,0.77,156.4
195.2,55,0.32,138.6
55.1,375,1.33,52.2
140.1,730,0.81,121.3
75.1,100,0.87,74.2
75.1,300,1.05,69.3
125.2,365,0.79,120.5
105.3,240,0.81,96.5
165.3,755,0.67,159.6
145.4,345,0.87,119.5
190.4,220,0.76,159.6
135.2,90,0.56,105.2
75.2,245,1.05,69.1
183.1,765,0.82,156.9
10,115,1.08,9.9
180.3,670,0.66,164.2
95.1,460,0.84,80.7
105.1,725,0.79,98.7
15,310,1.13,14.7
35,30,0.51,32.9
115.3,205,0.91,96.8
70.1,695,1.15,61.3
95.1,675,0.83,80.1
160.1,580,0.73,123.3
199.5,765,0.87,155.3
75.1,285,1.07,69.4
20,55,1.13,19.3
55.1,740,1.3,52.7
60.1,310,1.32,58.2
120,130,0.82,97.2
100.1,335,0.8,96.7
85.1,770,0.97,79.8
95.1,715,0.85,80.8
40,575,1.22,39.5
45.1,610,1.23,43.6
40,700,1.2,37.1
60.1,320,1.29,58.6
25,715,1.17,24
185.5,685,0.76,156.3
95.2,250,0.85,80.4
20,195,1.14,20
170.3,515,0.69,160.8
55.1,615,1.33,51.7
30,290,1.17,29.9
10,280,1.1,9.9
30,685,1.17,29.8
100.1,365,0.85,94.7
55.1,510,1.29,52.7
100.2,585,0.81,97.7
60.1,645,1.34,57.6
45.1,635,1.25,43.1
115.2,245,0.86,96.7
130.2,780,0.84,119.7
160.2,375,0.77,120.3
30,440,1.17,29.8
85.1,45,0.38,72.6
40,95,1.21,39.6
195.7,485,0.73,158.7
185.4,700,0.75,159.8
135.2,420,0.8,121.3
170.4,360,0.68,160.6
160.3,435,0.73,120.4
185.3,180,0.77,158.9
135.2,550,0.82,122.1
110.2,70,0.51,90.6
175.3,255,0.66,163.3
184.4,105,0.61,136.1
195.1,390,0.78,157
100.2,410,0.81,97.5
55.1,215,1.32,52.4
35,730,1.21,34
35,685,1.21,34.1
10,245,1.09,9.9
85.2,220,0.95,79.9
35,740,1.2,34.1
10,440,1.11,9.9
75.1,495,1.05,69.1
160.3,575,0.69,120.7
95.1,325,0.84,80.4
190.4,515,0.71,161
174.9,35,0.26,129.4
130.3,105,0.74,106.5
115.2,90,0.62,94
160.3,45,0.29,121.6
10,740,1.09,9.9
120.2,490,0.82,96.4
120.1,405,0.82,96.8
194.1,245,0.75,156.9
110.2,530,0.88,96.8
185.3,500,0.78,158.7
55.1,710,1.32,52.4
170.3,30,0.24,126.2
115.2,170,0.88,93.2
165.2,410,0.71,160.1
170.2,800,0.7,161.9
175.4,30,0.23,129.7
45.1,25,0.34,44.9
155.2,275,0.85,121
125.2,280,0.86,116.8
190.4,250,0.72,160.9
55.1,20,0.24,54.9
105.1,200,0.86,97.4
170.2,750,0.71,160.1
185.3,280,0.75,159.6
110.2,635,0.85,96.8
100.1,55,0.41,83.3
125.2,750,0.86,118.1
60.1,485,1.31,58.5
175.3,125,0.68,169.3
168.9,565,0.68,160.6
200.8,175,0.8,155.6
155.3,640,0.79,120.9
140.3,670,0.81,121.9
70.1,545,1.13,61.2
35,645,1.21,34.1
90.2,690,0.91,81.1
25,285,1.15,23.9
45.1,745,1.22,43.7
189.8,375,0.78,160.8
85.2,600,0.94,79.9
30,45,0.85,28.5
150.5,640,0.84,121.8
65.1,185,1.3,60.6
165.6,485,0.63,123.8
125.4,230,0.81,118
168.3,735,0.71,162
90.1,700,0.9,80.5
140.2,725,0.77,121.4
25,75,1.15,24
65.1,410,1.28,60.8
185.3,520,0.72,160.8
60.1,435,1.29,53.2
125.3,170,0.81,121.5
130.4,205,0.81,120.4
165.3,420,0.67,160
80.1,535,0.93,69.1
20,720,1.13,19.3
50.1,375,1.27,47.8
65.1,20,0.22,64.7
10,130,1.08,9.9
100.3,365,0.79,97.5
185.4,735,0.77,156.4
20,675,1.14,19.3
165,370,0.66,160.8
100.1,515,0.83,95.4
65.1,350,1.29,60
20,150,1.12,19.3
15,690,1.1,14.7
145.2,25,0.17,143.7
25,655,1.16,23.9
100.1,590,0.81,95.3
115.2,100,0.66,113.3
10,710,1.1,9.9
198.6,680,0.79,156.5
80.2,440,0.93,69
186.6,780,0.82,160.2
165.6,225,0.64,161.5
145.2,480,0.71,123.6
10,595,1.09,9.9
145.2,280,0.88,120
155.3,565,0.74,120.7
65.1,605,1.31,60.7
130.2,275,0.83,120.6
165.5,350,0.7,162
55.1,530,1.25,53.9
100.1,250,0.84,94
25,535,1.16,24.1
90.1,300,0.91,79.6
30,540,1.18,29.9
85.1,65,0.57,73.4
85.2,170,0.95,79.6
180.1,530,0.65,164.4
45.1,580,1.25,43
135.2,160,0.82,120.9
85.1,450,0.96,80.1
140.2,710,0.83,120.2
160.1,770,0.84,122.3
45.1,35,0.49,41.9
155.2,450,0.78,121.3
125.4,785,0.84,120.5
55.1,755,1.26,53.6
40,780,1.26,39.3
170.6,770,0.73,161.9
10,665,1.09,9.9
120.1,375,0.87,97.2
110.2,715,0.89,95.8
30,310,1.16,28.3
145.4,615,0.75,122.6
65.1,195,1.29,60.6
60.1,10,0.12,60
80.1,570,0.92,69.6
90.1,775,0.9,80.5
125.2,760,0.82,119.3
95.1,790,0.85,80.6
195.3,40,0.22,192.2
150.3,665,0.81,119.8
70.1,215,1.13,61.2
125.2,585,0.81,120.1
165.6,260,0.66,158.2
198.9,670,0.78,159.5
125.2,205,0.85,118.6
45.1,120,1.26,43.2
130.2,725,0.82,119.5
60.1,495,1.31,58.2
70.1,235,1.14,61.3
180.3,145,0.68,164.4
80.2,385,0.93,69.2
189.2,380,0.79,159.7
30,760,1.16,28.3
85.1,430,0.96,79.7
180.3,395,0.69,164.1
105.1,760,0.82,98.3
30,285,1.17,28.3
40.1,600,1.2,37.2
85.1,135,0.94,79.3
185.4,160,0.72,156.3
70.1,330,1.13,61.5
160.4,555,0.69,121.7
50.1,390,1.32,46.3
80.2,145,0.96,69.7
55.1,685,1.31,52.4
115.2,125,0.83,112.6
120.2,730,0.82,96.5
194.4,405,0.77,156.2
185.3,665,0.77,158.8
95.1,230,0.86,80.8
70.1,530,1.13,61.3
155.2,180,0.84,122.3
10,370,1.1,9.9
25,40,0.87,25
95.1,255,0.85,81.1
65.1,385,1.28,60.6
55.1,90,1.01,49.5
110.3,460,0.9,95.4
115.2,315,0.87,95.8
50.1,500,1.25,48.1
100.1,740,0.81,98.3
65.1,160,1.29,60.8
20,705,1.13,19.4
75.1,450,1.05,69.7
145.2,235,0.85,120.1
50,340,1.27,48.7
190.4,65,0.44,139.2
190.3,305,0.74,161.3
169.5,240,0.69,162.4
185.3,90,0.51,135
70.1,245,1.13,61.5
145.2,680,0.74,122.6
70.1,785,1.15,61.4
135.2,670,0.82,121.7
35,140,1.2,34.1
145.2,330,0.73,123.1
80.1,795,0.95,69.1
85.1,15,0.17,72.9
105.2,555,0.78,95.6
90.2,645,0.9,81
90.2,560,0.91,81.7
80.1,340,0.93,69.4
150.2,270,0.91,121.5
60.1,710,1.27,53.1
155.3,175,0.76,121.4
125.3,295,0.8,121.4
120.2,135,0.83,98.5
50.1,170,1.27,47.7
90.1,655,0.91,79.8
100.2,285,0.8,96.8
115.2,435,0.85,95.6
20,80,1.14,20
185.4,220,0.78,158.1
45.1,705,1.24,43.4
60.1,530,1.28,58.9
95.1,590,0.84,81.2
169.5,610,0.66,161.3
155.3,655,0.81,122
155.2,650,0.78,121.6
175.3,765,0.74,160.1
195.4,360,0.78,156.3
180.2,405,0.67,163.7
164.6,540,0.71,155.3
155.4,315,0.74,120.4
75.1,25,0.23,74.8
40,105,1.27,39
60.1,240,1.33,57.9
40,615,1.22,39.7
120.2,650,0.84,98.1
45.1,560,1.23,43.6
30,405,1.17,29.8
130.2,695,0.83,118.8
145.2,510,0.88,120
110.2,460,0.9,95.3
195.3,700,0.76,159.2
100.2,115,0.92,87.3
70.1,160,1.14,61.4
150.3,205,0.81,119.4
145.2,440,0.77,122.9
35,765,1.22,33.9
85.1,750,0.96,78.9
120.1,680,0.84,98.1
165.3,570,0.65,123.5
20,265,1.13,19.4
135.4,650,0.8,120.2
145.4,495,0.73,123.2
130.2,460,0.83,119.5
10,545,1.08,9.9
135.3,170,0.82,121.3
15,655,1.09,14.7
35,545,1.21,34
50.1,365,1.28,47.4
35,270,1.21,34.1
115.3,540,0.88,96.8
130.4,680,0.84,119.7
35,395,1.21,33.9
30,175,1.18,29.9
194.6,325,0.78,159
145.2,455,0.74,122.4
194.9,190,0.74,159.2
50.1,60,0.78,46.8
199.8,355,0.78,158.8
85.2,130,0.95,80.2
200.2,605,0.86,156.6
85.1,255,0.95,80
110.2,60,0.47,92
124.9,120,0.82,102.6
120.2,165,0.83,96.9
190.4,340,0.75,161.1
165.3,520,0.64,123.9
170.3,695,0.68,161.2
90.2,330,0.91,80.8
185.1,390,0.74,159.5
130.2,155,0.82,120.8
175.7,340,0.7,162.9
130.2,30,0.24,103
115.2,580,0.92,95.7
15,230,1.1,14.7
35,445,1.19,34.1
130.2,790,0.84,118.9
60.1,665,1.3,58.5
100.2,70,0.56,83.7
60.1,610,1.34,57.6
10,675,1.09,9.8
170.6,425,0.65,161.1
15,415,1.12,14.7
80.1,300,0.94,69.4
50.1,95,1.16,47.1
85.1,55,0.47,72.5
190.4,315,0.76,160.9
45.1,800,1.24,43.3
25,120,1.17,23.8
180.2,55,0.34,132.5
60.1,145,1.3,58.5
200,330,0.78,158.8
140.4,370,0.82,120.9
180.1,475,0.69,164.3
20,485,1.14,19.4
10,780,1.09,9.9
155.3,145,0.73,120.7
100.2,445,0.8,96.8
125.2,165,0.81,121.5
35,370,1.19,34.1
120.1,615,0.84,97.1
55.1,85,0.96,52.1
60.1,415,1.32,58.6
105.2,70,0.53,86.8
190.3,740,0.81,160.2
80.1,245,0.95,69.6
125.3,510,0.81,120.8
155.5,130,0.77,122.4
45.1,130,1.28,43.2
70.1,230,1.14,61.5
110.2,135,0.87,94.6
45.1,695,1.26,43
194.4,575,0.79,157.1
95.1,215,0.85,80.4
25,575,1.15,24
140.2,340,0.77,121.3
30,670,1.16,28.5
60.1,680,1.29,53.6
199.7,495,0.76,159.9
200,690,0.81,158.3
160.3,700,0.72,120.9
200.2,80,0.49,145.2
40.1,260,1.21,37.2
35,615,1.21,34.1
139.6,490,0.75,121.7
20,590,1.12,19.4
110.2,380,0.9,94.1
165.3,630,0.65,123.1
25,315,1.16,24.1
135.2,470,0.83,121.7
40,25,0.36,39.9
80.1,755,0.94,69.5
10,235,1.08,9.9
